,sex,age,priors_count,c_charge_degree,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other
7120,0,0.7153646185807543,-0.6927874630415009,1,0,0,1,0,0,0
3121,1,-0.7360299005495704,-0.2699811455885199,0,0,0,1,0,0,0
3722,1,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
2437,1,-0.8214060487337072,-0.48138430431501034,0,1,0,0,0,0,0
523,1,1.4837499522379851,0.1528251718644611,1,1,0,0,0,0,0
2408,1,-0.05302071507647639,-0.6927874630415009,1,0,0,1,0,0,0
2976,1,-0.6506537523654337,-0.2699811455885199,1,1,0,0,0,0,0
1529,1,3.19127291592072,-0.05857798686202939,0,0,0,1,0,0,0
4023,1,-0.39452530781302336,1.421244124223404,1,1,0,0,0,0,0
1532,1,-0.39452530781302336,0.7870346480439325,1,1,0,0,0,0,0
283,0,-0.8214060487337072,-0.6927874630415009,0,0,0,0,0,0,1
6003,1,-0.4799014559971601,-0.6927874630415009,0,1,0,0,0,0,0
3048,1,0.03235543310766036,-0.2699811455885199,1,0,0,1,0,0,0
5384,1,-0.5652776041812969,1.2098409654969136,0,0,1,0,0,0,0
3017,1,-0.6506537523654337,0.7870346480439325,0,1,0,0,0,0,0
3838,1,-0.9067821969178439,-0.48138430431501034,0,1,0,0,0,0,0
3729,1,0.1177315812917971,2.266856759129366,0,1,0,0,0,0,0
4614,1,1.825254544974532,-0.48138430431501034,0,1,0,0,0,0,0
3251,1,-0.9067821969178439,-0.48138430431501034,1,1,0,0,0,0,0
5647,1,1.9960068413428056,-0.05857798686202939,1,0,0,1,0,0,0
4937,1,-0.39452530781302336,-0.48138430431501034,0,1,0,0,0,0,0
2471,1,-1.0775344932861173,-0.6927874630415009,1,0,0,1,0,0,0
3146,1,1.9106306931586687,4.16948518766778,0,1,0,0,0,0,0
3242,1,-1.0775344932861173,-0.6927874630415009,1,0,0,1,0,0,0
5471,1,-0.7360299005495704,1.421244124223404,1,0,0,1,0,0,0
1630,0,-0.22377301144474987,0.575631489317442,0,0,0,1,0,0,0
6783,1,-0.4799014559971601,-0.6927874630415009,0,1,0,0,0,0,0
6531,1,1.3129976558697116,0.1528251718644611,0,1,0,0,0,0,0
1505,1,1.825254544974532,-0.48138430431501034,1,0,0,1,0,0,0
7076,0,0.9714930631331645,0.7870346480439325,0,0,0,1,0,0,0
1830,0,1.2276215076855748,2.266856759129366,1,1,0,0,0,0,0
6525,1,-0.05302071507647639,1.421244124223404,0,1,0,0,0,0,0
3734,0,0.2884838776600706,-0.6927874630415009,0,0,0,0,1,0,0
5330,1,-0.6506537523654337,0.36422833059095155,0,1,0,0,0,0,0
5607,1,-1.1629106414702541,-0.48138430431501034,0,0,0,1,0,0,0
6777,0,0.8861169149490278,-0.48138430431501034,0,0,0,0,0,0,1
5657,1,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
4212,1,1.3129976558697116,-0.6927874630415009,1,1,0,0,0,0,0
2251,0,0.6299884703966175,-0.6927874630415009,1,0,0,1,0,0,0
604,1,-0.39452530781302336,-0.48138430431501034,1,1,0,0,0,0,0
4887,1,-0.9067821969178439,-0.48138430431501034,0,1,0,0,0,0,0
1536,1,-1.2482867896543908,-0.6927874630415009,1,1,0,0,0,0,0
1067,1,0.2884838776600706,-0.6927874630415009,0,0,0,0,1,0,0
4049,0,0.8861169149490278,-0.48138430431501034,0,1,0,0,0,0,0
4326,1,1.3983738040538483,-0.6927874630415009,0,1,0,0,0,0,0
4961,0,-1.2482867896543908,-0.6927874630415009,1,0,0,0,0,0,1
3697,1,-0.5652776041812969,0.36422833059095155,0,1,0,0,0,0,0
2574,1,1.4837499522379851,0.7870346480439325,0,1,0,0,0,0,0
906,1,-0.9067821969178439,-0.6927874630415009,0,0,0,1,0,0,0
5166,1,-1.3336629378385276,-0.48138430431501034,0,1,0,0,0,0,0
1106,1,0.9714930631331645,-0.48138430431501034,1,0,0,1,0,0,0
957,1,1.6545022486062586,0.1528251718644611,1,1,0,0,0,0,0
5002,1,-0.22377301144474987,-0.6927874630415009,0,0,0,0,0,0,1
195,1,0.8861169149490278,-0.2699811455885199,0,0,0,1,0,0,0
5306,1,0.03235543310766036,0.1528251718644611,0,0,0,1,0,0,0
4658,1,-0.9921583451019806,-0.05857798686202939,1,1,0,0,0,0,0
2973,0,0.800740766764891,-0.48138430431501034,0,0,0,1,0,0,0
6892,1,-0.3091491596288866,2.478259917855856,0,1,0,0,0,0,0
1541,1,0.5446123222124808,0.36422833059095155,0,0,0,1,0,0,0
6557,1,-1.2482867896543908,-0.6927874630415009,1,0,0,1,0,0,0
6005,1,1.4837499522379851,-0.48138430431501034,0,0,0,1,0,0,0
6708,1,0.37386002584420736,-0.2699811455885199,1,1,0,0,0,0,0
3859,1,-0.6506537523654337,-0.6927874630415009,1,1,0,0,0,0,0
3872,1,0.4592361740283441,2.0554536004028754,0,1,0,0,0,0,0
393,1,-0.6506537523654337,1.8440504416763848,0,1,0,0,0,0,0
2916,1,-0.7360299005495704,0.575631489317442,0,1,0,0,0,0,0
6770,1,-0.9921583451019806,-0.6927874630415009,1,0,0,1,0,0,0
5146,1,-1.1629106414702541,-0.6927874630415009,1,1,0,0,0,0,0
969,1,-0.8214060487337072,-0.6927874630415009,0,0,0,0,1,0,0
3608,1,1.1422453595014381,-0.48138430431501034,1,0,0,0,1,0,0
4061,0,-0.6506537523654337,-0.48138430431501034,0,1,0,0,0,0,0
6309,0,-1.1629106414702541,-0.2699811455885199,0,1,0,0,0,0,0
63,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
4757,1,-0.7360299005495704,0.998437806770423,0,1,0,0,0,0,0
4048,1,-0.4799014559971601,0.998437806770423,1,1,0,0,0,0,0
2231,1,-0.05302071507647639,0.36422833059095155,0,1,0,0,0,0,0
1739,1,-1.3336629378385276,-0.48138430431501034,0,0,0,0,1,0,0
5691,1,-0.22377301144474987,-0.6927874630415009,1,1,0,0,0,0,0
5718,1,-0.39452530781302336,-0.6927874630415009,1,1,0,0,0,0,0
4857,1,-0.5652776041812969,0.1528251718644611,1,0,0,1,0,0,0
3906,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
5754,1,-0.7360299005495704,0.998437806770423,1,1,0,0,0,0,0
1110,0,-0.22377301144474987,-0.48138430431501034,0,0,0,1,0,0,0
3852,1,-0.8214060487337072,-0.6927874630415009,0,1,0,0,0,0,0
2533,1,0.2884838776600706,-0.2699811455885199,0,0,0,0,0,0,1
6096,1,0.37386002584420736,0.1528251718644611,0,1,0,0,0,0,0
3583,1,-0.5652776041812969,0.1528251718644611,0,1,0,0,0,0,0
899,1,-0.6506537523654337,0.36422833059095155,1,1,0,0,0,0,0
6792,1,0.1177315812917971,-0.48138430431501034,0,0,0,1,0,0,0
4099,1,-0.5652776041812969,-0.05857798686202939,0,0,0,0,1,0,0
343,1,1.3983738040538483,-0.48138430431501034,1,0,0,0,1,0,0
7131,1,-0.5652776041812969,1.6326472829498946,0,0,0,1,0,0,0
5277,1,-0.13839686326061312,-0.2699811455885199,0,0,0,1,0,0,0
6401,1,-1.0775344932861173,-0.05857798686202939,0,1,0,0,0,0,0
2734,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
3190,1,-0.3091491596288866,-0.6927874630415009,1,0,0,1,0,0,0
2441,1,1.7398783967903952,6.283516774932685,0,0,0,1,0,0,0
3970,1,-0.3091491596288866,2.901066235308837,0,0,0,1,0,0,0
848,0,0.37386002584420736,-0.48138430431501034,1,0,0,1,0,0,0
1118,1,-0.13839686326061312,1.8440504416763848,1,1,0,0,0,0,0
6273,1,-0.39452530781302336,-0.6927874630415009,1,0,0,1,0,0,0
2648,1,-0.9067821969178439,-0.05857798686202939,1,0,0,1,0,0,0
1170,0,-1.0775344932861173,-0.6927874630415009,0,0,0,0,1,0,0
3760,1,-0.3091491596288866,1.2098409654969136,1,1,0,0,0,0,0
2067,1,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
6387,1,-0.9921583451019806,-0.6927874630415009,1,0,0,0,1,0,0
5163,0,0.20310772947593386,-0.6927874630415009,0,1,0,0,0,0,0
2026,1,-0.3091491596288866,2.6896630765823466,0,0,0,0,1,0,0
410,0,0.37386002584420736,-0.6927874630415009,1,0,0,1,0,0,0
4334,1,0.7153646185807543,-0.6927874630415009,0,1,0,0,0,0,0
4962,0,2.508263730447626,-0.6927874630415009,1,0,0,1,0,0,0
811,1,0.03235543310766036,0.7870346480439325,0,1,0,0,0,0,0
4026,1,-0.05302071507647639,-0.6927874630415009,0,1,0,0,0,0,0
5773,0,-0.39452530781302336,-0.48138430431501034,0,0,0,1,0,0,0
1141,1,-0.8214060487337072,-0.48138430431501034,1,0,0,1,0,0,0
6820,0,1.0568692113173013,-0.6927874630415009,1,0,0,1,0,0,0
2579,1,0.20310772947593386,-0.6927874630415009,1,0,0,1,0,0,0
3185,0,-0.6506537523654337,0.1528251718644611,0,1,0,0,0,0,0
5557,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
6338,1,0.03235543310766036,-0.2699811455885199,0,1,0,0,0,0,0
6604,1,-1.0775344932861173,-0.6927874630415009,0,0,0,1,0,0,0
4183,1,-0.5652776041812969,-0.2699811455885199,0,0,0,0,1,0,0
5612,1,-0.39452530781302336,-0.6927874630415009,0,1,0,0,0,0,0
2338,1,1.4837499522379851,-0.6927874630415009,0,1,0,0,0,0,0
4822,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
5559,1,0.03235543310766036,-0.6927874630415009,0,1,0,0,0,0,0
5909,1,1.1422453595014381,-0.48138430431501034,0,0,0,1,0,0,0
6290,1,0.2884838776600706,1.421244124223404,0,0,0,1,0,0,0
5803,1,-0.13839686326061312,1.2098409654969136,1,1,0,0,0,0,0
6844,1,-0.05302071507647639,2.901066235308837,0,0,0,0,1,0,0
5880,1,-0.22377301144474987,-0.6927874630415009,1,0,0,1,0,0,0
4219,1,0.1177315812917971,0.1528251718644611,0,1,0,0,0,0,0
6586,1,-1.1629106414702541,-0.6927874630415009,1,1,0,0,0,0,0
7183,0,-0.9067821969178439,-0.6927874630415009,0,1,0,0,0,0,0
5934,0,-1.1629106414702541,-0.6927874630415009,1,0,0,0,1,0,0
459,1,-0.5652776041812969,-0.48138430431501034,0,0,0,1,0,0,0
6280,0,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
6935,0,-0.6506537523654337,-0.48138430431501034,0,1,0,0,0,0,0
632,1,-0.9921583451019806,-0.05857798686202939,0,0,0,1,0,0,0
6741,0,2.422887582263489,-0.6927874630415009,1,0,0,1,0,0,0
5878,1,0.1177315812917971,-0.2699811455885199,0,1,0,0,0,0,0
4926,0,-0.8214060487337072,-0.48138430431501034,0,1,0,0,0,0,0
4113,1,-0.6506537523654337,-0.48138430431501034,0,0,0,1,0,0,0
238,1,-0.5652776041812969,-0.48138430431501034,0,0,0,1,0,0,0
1564,0,1.825254544974532,-0.48138430431501034,0,0,0,1,0,0,0
4107,1,0.8861169149490278,-0.48138430431501034,1,0,0,1,0,0,0
3180,0,0.03235543310766036,-0.6927874630415009,1,0,0,0,1,0,0
5877,1,-0.13839686326061312,0.7870346480439325,0,0,0,0,0,0,1
5439,1,-0.5652776041812969,0.998437806770423,1,1,0,0,0,0,0
4703,1,2.166759137711079,-0.6927874630415009,0,0,0,0,1,0,0
2174,1,2.422887582263489,-0.6927874630415009,1,0,0,1,0,0,0
6853,1,-0.39452530781302336,0.998437806770423,0,1,0,0,0,0,0
3369,1,-0.5652776041812969,3.112469394035328,0,1,0,0,0,0,0
3552,0,0.7153646185807543,-0.05857798686202939,1,0,0,1,0,0,0
1421,1,-0.7360299005495704,-0.05857798686202939,0,1,0,0,0,0,0
1936,1,2.93514447136831,-0.6927874630415009,1,0,0,1,0,0,0
4006,1,-1.2482867896543908,-0.6927874630415009,0,0,0,1,0,0,0
4076,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
3357,1,1.5691261004221218,0.575631489317442,1,1,0,0,0,0,0
2104,0,-0.39452530781302336,-0.05857798686202939,1,0,0,0,1,0,0
4440,1,1.7398783967903952,-0.6927874630415009,0,0,0,1,0,0,0
3945,1,-0.4799014559971601,-0.2699811455885199,0,0,0,1,0,0,0
3944,1,-1.0775344932861173,-0.48138430431501034,0,0,0,1,0,0,0
4140,1,0.37386002584420736,3.746678870214799,0,1,0,0,0,0,0
6315,1,-0.9067821969178439,-0.2699811455885199,0,0,0,0,1,0,0
4045,1,-1.2482867896543908,-0.48138430431501034,1,0,0,1,0,0,0
714,1,0.8861169149490278,-0.6927874630415009,1,1,0,0,0,0,0
3582,1,-1.0775344932861173,-0.6927874630415009,0,1,0,0,0,0,0
6262,1,2.166759137711079,-0.2699811455885199,1,0,0,1,0,0,0
148,0,-0.13839686326061312,0.7870346480439325,0,1,0,0,0,0,0
4527,0,-0.6506537523654337,-0.6927874630415009,0,1,0,0,0,0,0
3445,1,1.3129976558697116,-0.2699811455885199,0,0,0,1,0,0,0
5197,1,-1.0775344932861173,-0.6927874630415009,0,1,0,0,0,0,0
4138,1,0.1177315812917971,1.2098409654969136,0,0,0,1,0,0,0
3205,1,-0.8214060487337072,-0.6927874630415009,1,0,0,0,1,0,0
964,1,-0.4799014559971601,-0.6927874630415009,0,1,0,0,0,0,0
1930,1,-1.0775344932861173,-0.6927874630415009,0,0,0,1,0,0,0
1165,1,-0.9067821969178439,-0.6927874630415009,0,1,0,0,0,0,0
3839,1,-0.4799014559971601,-0.6927874630415009,1,0,0,1,0,0,0
7171,1,-0.6506537523654337,-0.48138430431501034,1,1,0,0,0,0,0
2563,1,0.8861169149490278,0.998437806770423,0,0,0,0,1,0,0
6655,1,-0.5652776041812969,-0.05857798686202939,1,1,0,0,0,0,0
2863,1,1.5691261004221218,3.112469394035328,1,1,0,0,0,0,0
433,1,-0.9067821969178439,-0.05857798686202939,0,0,0,1,0,0,0
2756,1,0.2884838776600706,0.998437806770423,1,1,0,0,0,0,0
415,1,-0.8214060487337072,-0.6927874630415009,1,0,0,1,0,0,0
948,1,1.6545022486062586,-0.6927874630415009,0,1,0,0,0,0,0
5615,1,1.0568692113173013,-0.2699811455885199,1,0,0,1,0,0,0
3751,1,-1.1629106414702541,0.1528251718644611,1,0,0,1,0,0,0
6175,1,0.5446123222124808,-0.48138430431501034,1,0,0,1,0,0,0
6923,1,1.3983738040538483,-0.2699811455885199,1,0,0,1,0,0,0
3893,1,-0.8214060487337072,0.1528251718644611,1,1,0,0,0,0,0
4807,1,0.37386002584420736,-0.6927874630415009,1,1,0,0,0,0,0
2482,1,-0.9067821969178439,-0.2699811455885199,1,0,0,1,0,0,0
2152,0,-0.6506537523654337,-0.6927874630415009,0,0,0,1,0,0,0
926,1,1.0568692113173013,-0.6927874630415009,1,0,0,0,1,0,0
7141,1,-0.8214060487337072,0.7870346480439325,1,0,0,1,0,0,0
3139,1,-0.9067821969178439,0.36422833059095155,1,0,0,0,0,0,1
110,1,0.2884838776600706,0.36422833059095155,1,0,0,1,0,0,0
4940,1,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
4394,0,0.03235543310766036,0.1528251718644611,1,0,0,1,0,0,0
3390,1,-0.9067821969178439,-0.48138430431501034,1,1,0,0,0,0,0
2781,1,0.20310772947593386,-0.6927874630415009,1,1,0,0,0,0,0
5966,0,-0.22377301144474987,-0.2699811455885199,0,0,0,1,0,0,0
7103,1,0.2884838776600706,2.6896630765823466,1,1,0,0,0,0,0
3778,1,1.3983738040538483,3.3238725527618183,0,1,0,0,0,0,0
6416,1,-0.6506537523654337,-0.2699811455885199,0,1,0,0,0,0,0
3348,1,0.4592361740283441,-0.48138430431501034,0,1,0,0,0,0,0
3417,0,1.825254544974532,1.421244124223404,0,0,0,1,0,0,0
2187,1,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
5380,1,-0.6506537523654337,-0.2699811455885199,0,1,0,0,0,0,0
2179,1,-0.7360299005495704,-0.05857798686202939,0,1,0,0,0,0,0
3104,1,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
2624,0,-0.6506537523654337,-0.48138430431501034,0,1,0,0,0,0,0
2740,1,-0.22377301144474987,-0.6927874630415009,0,0,0,1,0,0,0
1117,1,-0.9067821969178439,-0.6927874630415009,0,1,0,0,0,0,0
3596,1,1.5691261004221218,-0.48138430431501034,1,0,0,0,1,0,0
1325,0,1.9960068413428056,0.1528251718644611,0,1,0,0,0,0,0
3045,1,0.2884838776600706,-0.6927874630415009,0,1,0,0,0,0,0
2580,1,0.2884838776600706,-0.48138430431501034,0,1,0,0,0,0,0
496,0,2.0813829895269422,-0.6927874630415009,1,0,0,1,0,0,0
1076,1,2.0813829895269422,-0.2699811455885199,0,0,0,1,0,0,0
1474,0,1.3129976558697116,-0.48138430431501034,0,1,0,0,0,0,0
562,0,-0.39452530781302336,-0.6927874630415009,1,1,0,0,0,0,0
2389,1,-0.3091491596288866,1.6326472829498946,0,0,0,1,0,0,0
1418,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
3080,1,1.6545022486062586,1.421244124223404,0,1,0,0,0,0,0
6950,1,0.4592361740283441,0.998437806770423,1,1,0,0,0,0,0
2313,1,1.5691261004221218,-0.48138430431501034,0,0,0,1,0,0,0
3642,1,-0.39452530781302336,-0.6927874630415009,0,1,0,0,0,0,0
4699,1,0.7153646185807543,0.7870346480439325,0,1,0,0,0,0,0
2522,1,1.825254544974532,-0.48138430431501034,0,0,0,1,0,0,0
4318,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
5744,1,-0.22377301144474987,-0.05857798686202939,0,0,0,1,0,0,0
2346,1,-0.9067821969178439,-0.2699811455885199,0,1,0,0,0,0,0
4718,1,-0.39452530781302336,-0.05857798686202939,1,0,0,1,0,0,0
7080,1,-1.2482867896543908,-0.48138430431501034,0,1,0,0,0,0,0
3580,0,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
1468,0,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
2568,1,-0.6506537523654337,-0.6927874630415009,1,0,0,0,0,0,1
3184,0,-0.5652776041812969,-0.05857798686202939,0,1,0,0,0,0,0
1174,1,1.3129976558697116,0.1528251718644611,1,1,0,0,0,0,0
2566,1,0.5446123222124808,0.998437806770423,0,1,0,0,0,0,0
5450,1,-0.4799014559971601,-0.6927874630415009,0,0,0,0,0,0,1
6006,1,0.20310772947593386,-0.6927874630415009,1,0,0,0,1,0,0
4401,1,-0.3091491596288866,-0.2699811455885199,0,1,0,0,0,0,0
4215,0,-0.4799014559971601,-0.48138430431501034,0,0,0,1,0,0,0
5499,1,0.03235543310766036,-0.48138430431501034,1,1,0,0,0,0,0
1549,1,-0.7360299005495704,2.266856759129366,0,1,0,0,0,0,0
2185,1,2.0813829895269422,-0.6927874630415009,0,0,0,1,0,0,0
2749,1,-0.8214060487337072,-0.05857798686202939,1,1,0,0,0,0,0
2869,1,2.6790160268158996,-0.6927874630415009,0,0,0,1,0,0,0
2504,1,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
1262,0,0.8861169149490278,0.36422833059095155,1,0,0,1,0,0,0
7159,1,2.0813829895269422,0.36422833059095155,1,1,0,0,0,0,0
4943,1,-0.9921583451019806,-0.6927874630415009,1,0,0,1,0,0,0
3073,0,1.3129976558697116,-0.6927874630415009,1,1,0,0,0,0,0
89,1,0.1177315812917971,1.2098409654969136,0,1,0,0,0,0,0
3397,1,-0.9921583451019806,-0.6927874630415009,1,0,0,0,0,0,1
5631,1,-0.39452530781302336,-0.6927874630415009,0,0,0,1,0,0,0
1545,0,-0.5652776041812969,-0.6927874630415009,1,1,0,0,0,0,0
6283,1,1.6545022486062586,-0.6927874630415009,0,0,0,1,0,0,0
1023,0,-0.8214060487337072,0.36422833059095155,1,1,0,0,0,0,0
4498,1,-0.22377301144474987,1.6326472829498946,0,0,0,1,0,0,0
6907,1,-0.4799014559971601,0.1528251718644611,0,0,0,0,0,0,1
3480,1,-0.05302071507647639,-0.05857798686202939,1,0,0,1,0,0,0
3972,1,1.9106306931586687,0.575631489317442,0,0,0,1,0,0,0
3004,1,0.20310772947593386,-0.05857798686202939,1,0,0,0,1,0,0
7072,1,0.37386002584420736,-0.6927874630415009,0,0,0,1,0,0,0
3092,1,0.03235543310766036,1.8440504416763848,0,1,0,0,0,0,0
4137,1,-0.39452530781302336,1.2098409654969136,0,1,0,0,0,0,0
447,1,-0.39452530781302336,-0.48138430431501034,1,1,0,0,0,0,0
2239,0,-0.6506537523654337,-0.6927874630415009,0,0,0,1,0,0,0
5172,1,0.1177315812917971,-0.6927874630415009,0,0,0,1,0,0,0
6223,1,0.37386002584420736,-0.48138430431501034,0,1,0,0,0,0,0
6293,1,-1.4190390860226643,0.1528251718644611,0,1,0,0,0,0,0
4711,1,1.5691261004221218,0.575631489317442,0,1,0,0,0,0,0
1886,1,-1.0775344932861173,-0.2699811455885199,0,1,0,0,0,0,0
1323,1,-0.22377301144474987,0.1528251718644611,0,0,0,0,0,0,1
4306,1,1.3983738040538483,1.8440504416763848,0,1,0,0,0,0,0
4094,1,0.800740766764891,-0.2699811455885199,0,0,0,0,1,0,0
7025,1,-0.9067821969178439,-0.6927874630415009,0,1,0,0,0,0,0
3472,1,-0.13839686326061312,0.1528251718644611,0,1,0,0,0,0,0
2343,1,0.4592361740283441,-0.6927874630415009,1,0,0,1,0,0,0
7154,1,-0.7360299005495704,-0.2699811455885199,1,1,0,0,0,0,0
6255,1,-1.2482867896543908,-0.2699811455885199,0,1,0,0,0,0,0
2787,1,-0.6506537523654337,-0.6927874630415009,0,0,0,1,0,0,0
1575,0,0.37386002584420736,0.575631489317442,0,1,0,0,0,0,0
385,1,-1.1629106414702541,-0.05857798686202939,1,0,0,1,0,0,0
1905,1,1.9960068413428056,-0.48138430431501034,0,1,0,0,0,0,0
4348,1,-0.13839686326061312,3.746678870214799,1,1,0,0,0,0,0
2418,1,0.8861169149490278,2.0554536004028754,0,1,0,0,0,0,0
2596,0,1.3129976558697116,-0.2699811455885199,0,0,0,1,0,0,0
1967,1,1.3129976558697116,-0.6927874630415009,0,0,0,1,0,0,0
315,1,0.800740766764891,-0.6927874630415009,1,0,0,1,0,0,0
6789,0,-0.9067821969178439,-0.6927874630415009,1,1,0,0,0,0,0
2393,1,-0.5652776041812969,-0.48138430431501034,0,1,0,0,0,0,0
5590,1,-0.9921583451019806,-0.6927874630415009,1,1,0,0,0,0,0
1053,1,1.5691261004221218,-0.6927874630415009,0,0,0,1,0,0,0
4381,1,0.800740766764891,-0.6927874630415009,1,1,0,0,0,0,0
2379,1,1.3129976558697116,-0.6927874630415009,0,0,0,1,0,0,0
4952,1,2.422887582263489,0.36422833059095155,1,0,0,1,0,0,0
2248,0,-0.13839686326061312,-0.2699811455885199,0,0,0,1,0,0,0
2145,1,0.4592361740283441,0.1528251718644611,1,0,0,0,0,0,1
1852,1,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
5154,1,0.2884838776600706,-0.6927874630415009,0,0,0,0,1,0,0
5549,1,-0.6506537523654337,-0.48138430431501034,1,0,0,1,0,0,0
6647,1,-0.22377301144474987,-0.6927874630415009,0,1,0,0,0,0,0
5430,0,-0.4799014559971601,1.6326472829498946,0,1,0,0,0,0,0
4922,1,1.2276215076855748,0.1528251718644611,1,0,0,1,0,0,0
5397,1,-0.22377301144474987,-0.48138430431501034,0,0,0,0,1,0,0
268,0,0.20310772947593386,-0.2699811455885199,0,1,0,0,0,0,0
849,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
6464,1,-0.7360299005495704,2.478259917855856,0,1,0,0,0,0,0
1349,1,-0.22377301144474987,1.6326472829498946,1,1,0,0,0,0,0
3243,1,1.825254544974532,1.421244124223404,1,0,0,0,1,0,0
989,1,-0.9067821969178439,-0.2699811455885199,0,0,0,1,0,0,0
5016,1,-1.1629106414702541,0.1528251718644611,0,1,0,0,0,0,0
5889,0,0.7153646185807543,-0.6927874630415009,0,0,0,1,0,0,0
2991,0,1.0568692113173013,-0.6927874630415009,1,1,0,0,0,0,0
3437,1,1.7398783967903952,-0.05857798686202939,1,0,0,1,0,0,0
138,1,-0.3091491596288866,-0.2699811455885199,1,0,0,1,0,0,0
761,0,-0.9921583451019806,-0.6927874630415009,0,1,0,0,0,0,0
5,1,0.800740766764891,-0.6927874630415009,1,0,0,0,0,0,1
4880,0,-0.4799014559971601,-0.6927874630415009,0,1,0,0,0,0,0
552,1,-0.7360299005495704,-0.05857798686202939,0,1,0,0,0,0,0
7,1,0.7153646185807543,-0.05857798686202939,0,0,0,0,0,0,1
1073,1,1.0568692113173013,-0.6927874630415009,1,0,0,0,1,0,0
3043,1,0.5446123222124808,-0.48138430431501034,0,0,0,1,0,0,0
5056,1,1.4837499522379851,-0.6927874630415009,1,1,0,0,0,0,0
1260,1,-1.2482867896543908,-0.6927874630415009,0,1,0,0,0,0,0
3038,1,-0.8214060487337072,1.421244124223404,0,1,0,0,0,0,0
292,1,-1.1629106414702541,-0.6927874630415009,1,1,0,0,0,0,0
6263,1,0.800740766764891,-0.6927874630415009,1,0,0,1,0,0,0
1371,1,-0.5652776041812969,-0.2699811455885199,0,1,0,0,0,0,0
3367,1,0.20310772947593386,4.16948518766778,0,1,0,0,0,0,0
4371,0,-0.9067821969178439,-0.05857798686202939,0,1,0,0,0,0,0
2813,1,1.5691261004221218,-0.48138430431501034,0,0,0,1,0,0,0
4123,0,0.2884838776600706,0.36422833059095155,0,0,0,1,0,0,0
4010,1,0.9714930631331645,-0.48138430431501034,1,1,0,0,0,0,0
3007,1,0.2884838776600706,-0.6927874630415009,1,0,1,0,0,0,0
1887,1,-0.8214060487337072,-0.6927874630415009,0,0,0,1,0,0,0
6964,0,-0.39452530781302336,-0.6927874630415009,1,1,0,0,0,0,0
2725,0,-0.8214060487337072,-0.48138430431501034,1,0,0,1,0,0,0
3181,1,-0.39452530781302336,2.266856759129366,0,1,0,0,0,0,0
6323,0,-0.5652776041812969,1.2098409654969136,1,1,0,0,0,0,0
1542,1,1.2276215076855748,-0.48138430431501034,0,0,0,1,0,0,0
4044,1,-0.05302071507647639,0.36422833059095155,1,0,0,1,0,0,0
4455,1,0.800740766764891,-0.48138430431501034,0,0,0,1,0,0,0
6721,1,0.7153646185807543,-0.48138430431501034,0,0,0,0,0,0,1
2770,1,-0.3091491596288866,0.1528251718644611,0,0,0,1,0,0,0
2320,1,-0.22377301144474987,-0.2699811455885199,0,0,0,1,0,0,0
4120,0,-0.05302071507647639,-0.6927874630415009,0,0,0,1,0,0,0
2069,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
3219,1,1.3129976558697116,-0.6927874630415009,0,0,0,1,0,0,0
6730,0,-0.3091491596288866,0.1528251718644611,0,1,0,0,0,0,0
2897,1,1.5691261004221218,-0.48138430431501034,1,0,0,1,0,0,0
4686,1,-0.05302071507647639,-0.48138430431501034,0,0,0,0,1,0,0
5508,1,-0.6506537523654337,0.7870346480439325,0,1,0,0,0,0,0
1757,0,0.03235543310766036,-0.05857798686202939,0,0,0,1,0,0,0
4920,0,-0.3091491596288866,-0.48138430431501034,1,1,0,0,0,0,0
2530,0,0.20310772947593386,0.7870346480439325,0,1,0,0,0,0,0
1381,1,0.5446123222124808,-0.2699811455885199,0,1,0,0,0,0,0
6516,1,-0.5652776041812969,0.36422833059095155,0,1,0,0,0,0,0
277,1,-0.39452530781302336,1.6326472829498946,0,1,0,0,0,0,0
76,1,-1.0775344932861173,-0.48138430431501034,1,1,0,0,0,0,0
